發生時間,發生地點,死亡受傷人數,車種,經度,緯度
105年12月29日 15時21分00秒,南投縣埔里鎮水頭路37號前0.0公尺,死亡2;受傷0,普通重型-機車;乘客-人,,
105年12月29日 17時45分00秒,嘉義縣大林鎮國道3號 281公里500.0公尺處南向外側,死亡1;受傷0,自用-小客車,,
105年12月29日 23時14分00秒,桃園市中壢區中建里中山路 / 桃園市中壢區中建里大同路,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,,
105年12月29日 23時40分00秒,屏東縣屏東市擇仁里公勇路39-2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,,
105年12月29日 23時41分00秒,桃園市中壢區國道1號 56公里南向外側,死亡1;受傷0,自用-小客車;營業用-半聯結車,,
105年12月30日 06時05分00秒,臺東縣達仁鄉台9 446公里南向一般,死亡1;受傷0,營業用-半聯結車,,
105年12月30日 08時50分00秒,臺中市梧棲區中橫一路與中二路口,死亡2;受傷1,計程車-小客車;營業用-曳引車;乘客-人,,
105年12月30日 21時21分00秒,嘉義縣太保市過溝里北港路二段前0.0公尺,死亡1;受傷0,普通重型-機車,,
105年12月31日 18時24分00秒,臺南市麻豆區南勢69號之2前,死亡1;受傷1,行人-人;普通重型-機車,,
106年01月01日 02時35分00秒,臺東縣長濱鄉樟原村樟原94號旁,死亡1;受傷0,普通重型-機車,,
106年01月01日 02時43分00秒,新北市板橋區環河西路4段前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月01日 03時35分00秒,桃園市大溪區復興路 / 桃園市大溪區文化路,死亡2;受傷0,普通重型-機車;計程車-小客車;自用-小客車;普通重型-機車;乘客-人,,
106年01月01日 06時09分00秒,高雄市前金區七賢二路前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,,
106年01月01日 06時25分00秒,新竹縣竹北市竹義街76巷前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,,
106年01月02日 05時50分00秒,新竹縣新埔鎮文德路三段58號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-曳引車,,
106年01月02日 05時53分00秒,彰化縣芳苑鄉,死亡2;受傷0,營業用-曳引車;普通重型-機車;乘客-人,,
106年01月02日 10時25分00秒,彰化縣溪州鄉陸軍路前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月02日 14時45分00秒,宜蘭縣五結鄉利澤路 / 宜蘭縣五結鄉利澤東路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,,
106年01月02日 16時20分00秒,臺南市將軍區南18線6.5公里路口,死亡1;受傷0,自用-小客車;普通重型-機車,,
106年01月02日 18時00分00秒,花蓮縣吉安鄉宜昌村中華路二段102號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),,
106年01月02日 22時55分00秒,高雄市苓雅區建國大順路口前0.0公尺,死亡1;受傷0,民營公車-大客車;普通輕型-機車,,
106年01月03日 06時18分00秒,臺南市安南區海佃路二段42號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,,
106年01月03日 10時50分00秒,臺南市鹽水區南3線公路孫厝高幹128號前(1.4公里東向),死亡1;受傷1,普通重型-機車;乘客-人,,
106年01月03日 13時33分00秒,彰化縣鹿港鎮南勢巷 / 彰化縣鹿港鎮頂草路,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,,
106年01月03日 13時50分00秒,雲林縣斗六市明德北路二段43號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),,
106年01月03日 17時33分00秒,高雄市鳳山區博愛路97之號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,,
106年01月04日 08時46分00秒,屏東縣屏東市清溪里建國路364號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,,
106年01月04日 09時57分00秒,新北市五股區中興路2段83巷26號前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小客車,,
106年01月04日 14時20分00秒,臺北市內湖區行忠路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,,
106年01月04日 16時00分00秒,新竹市東區國道1號 95公里800.0公尺處北向外側路肩,死亡1;受傷0,營業用-大貨車;其他人-人;自用-大貨車;自用-小客車,,
106年01月04日 17時55分00秒,臺中市神岡區國道4號 13公里800.0公尺處東向外側,死亡1;受傷2,自用-小客車;自用-大貨車;自用-小客車;乘客-人,,
106年01月05日 08時07分00秒,雲林縣元長鄉吉明15電桿旁路口,死亡1;受傷0,普通重型-機車;自用-小客車,,
106年01月05日 14時52分00秒,彰化縣社頭鄉忠孝三路 / 彰化縣社頭鄉長春巷,死亡1;受傷0,自用-大貨車;普通重型-機車,,
106年01月05日 18時10分00秒,彰化縣芬園鄉護岸街1段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,,
106年01月06日 06時16分00秒,新竹縣關西鎮六畜高幹25E2980AC82電桿前,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月06日 17時17分00秒,花蓮縣花蓮市尚志路 / 花蓮縣花蓮市新興路,死亡1;受傷1,營業用-大貨車;普通重型-機車;乘客-人,,
106年01月07日 05時13分00秒,嘉義縣民雄鄉164線與嘉79線口,死亡1;受傷0,電動自行車-慢車;營業用-小貨車(含客、貨兩用);營業用-曳引車,,
106年01月07日 05時25分00秒,高雄市仁武區水管路前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人,,
106年01月07日 18時55分00秒,南投縣魚池鄉131 15公里700.0公尺處南向外側,死亡1;受傷0,行人-人;自用-小客車,,
106年01月07日 23時25分00秒,桃園市八德區國道2號 13公里650.0公尺處東向中線,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);自用-大貨車;乘客-人;乘客-人;乘客-人,,
106年01月08日 01時07分00秒,臺中市霧峰區甲寅里民生路156-13號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車;自用-小客車,,
106年01月08日 20時05分00秒,彰化縣鹿港鎮頂厝巷 / 彰化縣鹿港鎮鹿東路,死亡1;受傷0,普通重型-機車;自用-小客車,,
106年01月08日 20時35分00秒,屏東縣長治鄉南二高下平面道路與和平路口,死亡1;受傷0,計程車-小客車;普通重型-機車,,
106年01月09日 07時36分00秒,新北市三峽區介壽路498號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,,
106年01月09日 15時51分00秒,雲林縣崙背鄉產業道路十字路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,,
106年01月10日 09時05分00秒,高雄市新興區七賢林森路口前0.0公尺,死亡1;受傷0,公營公車-大客車;大型重型1(550C.C.以上)-機車,,
106年01月10日 11時49分00秒,宜蘭縣宜蘭市舊城南路 / 宜蘭縣宜蘭市光復路,死亡1;受傷0,自用-小客車;普通重型-機車,,
106年01月10日 21時35分00秒,桃園市龜山區文化一路前0.0公尺,死亡1;受傷1,民營公車-大客車;普通重型-機車;乘客-人,,
106年01月10日 22時18分00秒,臺南市北區西門路四段 / 臺南市北區西門路四段,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月11日 01時00分00秒,南投縣竹山鎮延祥里鹿山路361號前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月11日 03時35分00秒,高雄市三民區博愛一路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,,
106年01月11日 08時11分00秒,彰化縣福興鄉彰鹿路7段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,,
106年01月11日 15時30分00秒,金門縣金湖鎮南機路 / 金門縣金湖鎮三多路,死亡1;受傷0,普通重型-機車;租賃車-小客車,,
106年01月11日 21時20分00秒,屏東縣新園鄉興安路與興中路口,死亡1;受傷0,普通重型-機車,,
106年01月12日 00時35分00秒,花蓮縣新城鄉台9 185公里800.0公尺處北向內側,死亡1;受傷5,自用-小客車;營業用-曳引車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,,
106年01月12日 02時25分00秒,臺北市北投區大業路527巷前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月12日 04時36分00秒,新北市板橋區三民路2段居仁巷前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人,,
106年01月12日 05時10分00秒,宜蘭縣頭城鎮頭濱路二段540號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,,
106年01月12日 05時49分00秒,雲林縣虎尾鎮文科路與台糖鐵道路口,死亡1;受傷0,普通重型-機車;自用-小客車,,
106年01月12日 05時50分00秒,屏東縣萬丹鄉萬順路一段36號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),,
106年01月12日 06時50分00秒,新北市中和區中正路前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月12日 08時05分00秒,嘉義縣民雄鄉嘉義縣民雄鄉,死亡1;受傷0,普通輕型-機車;火車-其他車,,
106年01月12日 23時28分00秒,新竹縣湖口鄉工業二路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,,
106年01月13日 05時49分00秒,新北市中和區環河西路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,,
106年01月13日 11時50分00秒,臺南市新化區竹子腳-竹仔支45右8右引4號電幹以東42.2公尺處,死亡1;受傷0,普通重型-機車,,
106年01月13日 18時01分00秒,臺北市文山區興隆路3段163巷3號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小客車,,
106年01月14日 05時51分00秒,屏東縣竹田鄉美崙村龍崗路111號前0.0公尺,死亡1;受傷0,計程車-小客車,,
106年01月14日 14時27分00秒,新北市三峽區弘道路前0.0公尺,死亡2;受傷0,其他特種車-特種車;普通重型-機車;乘客-人,,
106年01月15日 10時35分00秒,雲林縣麥寮鄉工業路520巷1號,死亡4;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),,
106年01月15日 21時58分00秒,彰化縣埤頭鄉國道1號 217公里400.0公尺處北向外側路肩,死亡1;受傷0,自用-小客車;營業用-半聯結車;乘客-人,,
106年01月16日 07時45分00秒,彰化縣埔心鄉中正路2段 / 彰化縣埔心鄉興霖路,死亡1;受傷0,動力機械-其他車;普通重型-機車,,
106年01月16日 20時55分00秒,苗栗縣公館鄉國道1號 132公里500.0公尺處南向外側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車,,
106年01月17日 04時54分00秒,桃園市八德區國道2號 16公里300.0公尺處東向內側,死亡1;受傷4,自用-小客車;計程車-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,,
106年01月17日 05時25分00秒,屏東縣里港鄉過江路前0.0公尺,死亡1;受傷0,營業用-大貨車;行人-人,,
106年01月17日 05時55分00秒,新北市汐止區大同路2段211號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,,
106年01月17日 09時11分00秒,澎湖縣湖西鄉澎15號 2公里50.0公尺處東向外側,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月17日 11時18分00秒,新竹市香山區牛埔東路 / 新竹市香山區牛埔南路,死亡1;受傷0,營業用-全聯結車;普通重型-機車,,
106年01月17日 12時34分00秒,臺中市北屯區松竹里崇德路二段 / 臺中市北屯區松竹里崇德五路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,,
106年01月17日 13時41分00秒,臺中市大雅區雅楓里神林南路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車,,
106年01月17日 19時52分00秒,嘉義縣新港鄉145甲線崙子大橋上南向車道,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,,
106年01月18日 05時43分00秒,臺中市西區忠明里臺灣大道 / 臺中市西區忠明里健行路,死亡1;受傷0,自用-小客車;行人-人,,
106年01月18日 08時25分00秒,臺中市北區錦平里三民路三段 / 臺中市北區錦平里育才北路,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月18日 08時32分00秒,桃園市桃園區永安路1288號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,,
106年01月18日 14時02分00秒,嘉義縣竹崎鄉159 27公里200.0公尺處西向外側,死亡1;受傷1,自用-小客車;乘客-人,,
106年01月18日 15時00分00秒,屏東縣新園鄉南龍村南興路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車,,
106年01月18日 23時11分00秒,新北市板橋區臺65線道路前0.0公尺,死亡1;受傷4,自用-小客車;計程車-小客車;乘客-人;乘客-人;乘客-人,,
106年01月19日 15時20分00秒,臺南市佳里區興化高幹33左8C3號前路口(南23線),死亡1;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,,
106年01月20日 17時15分00秒,臺東縣成功鎮新生路與民族路路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車,,
106年01月21日 04時03分00秒,臺南市歸仁區七甲里中正北路二段30號前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月21日 16時39分00秒,新北市八里區中山路3段383號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;營業用-曳引車,,
106年01月22日 01時52分00秒,高雄市大寮區台二十九縣路光華路號前0.0公尺,死亡1;受傷0,自用-小客車,,
106年01月22日 03時05分00秒,新竹市北區東大路三段403巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,,
106年01月22日 03時05分00秒,雲林縣水林鄉後寮村新興南路(後寮埔橋旁),死亡1;受傷0,自用-小貨車(含客、貨兩用),,
106年01月22日 08時40分00秒,屏東縣崁頂鄉中正路171號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),,
106年01月22日 21時46分00秒,南投縣南投市南崗一路 / 南投縣南投市南崗一路,死亡1;受傷0,營業用-大貨車;普通重型-機車,,
106年01月23日 07時53分00秒,臺南市安南區府安堤頂大道路前0.0公尺,死亡1;受傷0,普通重型-機車,,
106年01月23日 08時45分00秒,臺東縣台東市更生路353號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,,
106年01月23日 18時20分00秒,嘉義縣竹崎鄉勝源35號附近產業道路,死亡1;受傷0,自用-小貨車(含客、貨兩用),,
106年01月24日 04時05分00秒,嘉義縣水上鄉崎子頭1之130號前,死亡1;受傷0,行人-人;自用-小客車,,
106年01月24日 04時56分00秒,桃園市平鎮區中豐路432巷前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,,
106年01月24日 06時08分00秒,雲林縣虎尾鎮林森路一段(中正國小),死亡1;受傷0,腳踏自行車-慢車;自用-小客車,,
106年01月25日 06時46分00秒,花蓮縣壽豐鄉,死亡1;受傷0,行人-人;火車-其他車,,
106年01月25日 06時53分00秒,臺北市大安區市民大道3段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,,
106年01月25日 08時27分00秒,臺中市豐原區東湳里三豐路二段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,,
106年01月25日 16時03分00秒,臺南市南區金華路一段417號前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);普通重型-機車,,
106年01月26日 23時00分00秒,桃園市平鎮區國道1號 62公里400.0公尺處南向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車,,
106年01月27日 08時00分00秒,新北市坪林區無名路前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車;營業用-大貨車,,
