,發生時間,發生地點,死亡受傷人數,車種
6781,105年12月20日 07時35分00秒,花蓮縣秀林鄉和平村和中隧道南下(和平村),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
6782,105年12月20日 08時38分00秒,嘉義縣中埔鄉鹽館村頂中公路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
6783,105年12月20日 11時45分00秒,臺北市士林區中正路603號前0.0公尺,死亡1;受傷1,普通重型-機車;計程車-小客車;乘客-人
6784,105年12月20日 18時00分00秒,嘉義縣新港鄉中庄村中正路198號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
6785,105年12月20日 20時33分00秒,新北市萬里區臺2 45公里100.0公尺處西向一般車道(未劃分,死亡1;受傷0,普通重型-機車;民營客運-大客車
6786,105年12月20日 20時58分00秒,嘉義縣新港鄉159縣道與嘉68線路口,死亡1;受傷0,普通重型-機車;營業用-大貨車
6787,105年12月21日 06時03分00秒,臺中市后里區公館里三豐路五段 / 臺中市后里區公館里重劃西路,死亡1;受傷0,腳踏自行車-慢車;營業用-半聯結車
6788,105年12月21日 13時43分00秒,高雄市路竹區高科聯絡道路(西向號前0.0公尺,死亡1;受傷1,營業用-曳引車;自用-小貨車(含客、貨兩用);乘客-人
6789,105年12月21日 18時40分00秒,高雄市楠梓區外環西路燈桿0號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
6790,105年12月21日 20時20分00秒,南投縣國姓鄉國姓路前0.0公尺,死亡1;受傷0,普通重型-機車
6791,105年12月22日 04時55分00秒,臺中市南屯區文山里向上路五段前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
6792,105年12月22日 07時43分00秒,嘉義縣新港鄉166 27公里150.0公尺處東向路肩,死亡1;受傷0,普通重型-機車
6793,105年12月22日 18時00分00秒,臺南市左鎮區草山四號橋橋墩(往岡林),死亡1;受傷0,普通重型-機車
6794,105年12月23日 05時00分00秒,臺中市大肚區遊園路一段 / 臺中市大肚區中蔗路,死亡1;受傷1,普通重型-機車;自用-小客車
6795,105年12月23日 07時58分00秒,新北市五股區成泰路3段651號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;營業用-曳引車
6796,105年12月23日 15時50分00秒,嘉義縣番路鄉159甲 23公里300.0公尺處東向一般,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
6797,105年12月24日 06時07分00秒,桃園市八德區瑞德里介壽路二段 / 桃園市八德區瑞德里介壽路,死亡1;受傷1,普通重型-機車;行人-人
6798,105年12月24日 08時54分00秒,桃園市八德區大湳里東勇街 / 桃園市八德區大湳里東勇街,死亡1;受傷1,普通重型-機車;普通重型-機車
6799,105年12月24日 09時51分00秒,彰化縣福興鄉彰鹿路7段前0.0公尺,死亡1;受傷0,自用-小客車
6800,105年12月24日 11時23分00秒,桃園市龜山區成功陸橋上往桃園方向(S105120365，龜山所),死亡1;受傷0,行人-人;自用-大貨車
6801,105年12月24日 14時20分00秒,臺北市萬華區和平西路3段286巷前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人
6802,105年12月24日 20時40分00秒,雲林縣東勢鄉158甲 4公里500.0公尺處東向路邊,死亡1;受傷0,自用-小客車
6803,105年12月25日 02時15分00秒,屏東縣東港鎮沿海路 / 屏東縣東港鎮船頭路,死亡1;受傷0,自用-小客車
6804,105年12月25日 08時04分00秒,新北市三峽區中正路3段51號前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車
6805,105年12月25日 08時49分00秒,彰化縣溪湖鎮彰水路1段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
6806,105年12月25日 09時07分00秒,基隆市仁愛區仁五路 / 基隆市仁愛區愛二路,死亡1;受傷0,自用-小客車;行人-人
6807,105年12月25日 14時20分00秒,桃園市楊梅區紅梅里中山路 / 桃園市楊梅區紅梅里秀才路,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
6808,105年12月25日 15時43分00秒,嘉義縣六腳鄉台19 79公里600.0公尺處南向內側,死亡1;受傷0,大型重型1(550C.C.以上)-機車;腳踏自行車-慢車
6809,105年12月25日 18時31分00秒,嘉義縣布袋鎮172 3公里500.0公尺處西向一般,死亡2;受傷0,自用-小客車;行人-人;行人-人;自用-小客車
6810,105年12月25日 18時31分00秒,彰化縣埤頭鄉斗苑西路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
6811,105年12月26日 11時38分00秒,臺南市柳營區士林里柳營路二段351號前0.0公尺,死亡2;受傷1,普通重型-機車;自用-小客車;乘客-人
6812,105年12月26日 14時38分00秒,彰化縣和美鎮和厝路1段 / 彰化縣和美鎮嘉卿路,死亡1;受傷1,營業用-大貨車;普通重型-機車;乘客-人
6813,105年12月28日 06時18分00秒,臺南市佳里區南47線龍營高幹21號前路口,死亡1;受傷0,遊覽車-大客車;腳踏自行車-慢車
6814,105年12月28日 17時15分00秒,屏東縣萬丹鄉大學路段-187甲13.8KM頂林幹37,死亡1;受傷1,普通重型-機車;普通重型-機車
6815,105年12月28日 18時36分00秒,桃園市大園區三塊石7-2號(N105120431)三果所,死亡1;受傷0,自用-小客車;普通重型-機車
6816,105年12月28日 23時26分00秒,高雄市大寮區台八八道路西向5號前0.0公尺,死亡1;受傷0,自用-小客車;營業用-曳引車
6817,105年12月29日 05時30分00秒,彰化縣田中鎮大安路3段前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
6818,105年12月29日 06時21分00秒,彰化縣福興鄉,死亡1;受傷0,自用-小客車
6819,105年12月29日 08時30分00秒,臺北市北投區承德路7段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;乘客-人
6820,105年12月29日 13時18分00秒,臺東縣長濱鄉台11 85公里北向路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
6821,105年12月29日 14時19分00秒,新竹市香山區竹香南路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
6822,105年12月29日 15時21分00秒,南投縣埔里鎮水頭路37號前0.0公尺,死亡2;受傷0,普通重型-機車;乘客-人
6823,105年12月29日 17時45分00秒,嘉義縣大林鎮國道3號 281公里500.0公尺處南向外側,死亡1;受傷0,自用-小客車
6824,105年12月29日 23時14分00秒,桃園市中壢區中建里中山路 / 桃園市中壢區中建里大同路,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人
6825,105年12月29日 23時40分00秒,屏東縣屏東市擇仁里公勇路39-2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
6826,105年12月29日 23時41分00秒,桃園市中壢區國道1號 56公里南向外側,死亡1;受傷0,自用-小客車;營業用-半聯結車
6827,105年12月30日 06時05分00秒,臺東縣達仁鄉台9 446公里南向一般,死亡1;受傷0,營業用-半聯結車
6828,105年12月30日 08時50分00秒,臺中市梧棲區中橫一路與中二路口,死亡2;受傷1,計程車-小客車;營業用-曳引車;乘客-人
6829,105年12月30日 21時21分00秒,嘉義縣太保市過溝里北港路二段前0.0公尺,死亡1;受傷0,普通重型-機車
6830,105年12月31日 18時24分00秒,臺南市麻豆區南勢69號之2前,死亡1;受傷1,行人-人;普通重型-機車
6831,106年01月01日 02時35分00秒,臺東縣長濱鄉樟原村樟原94號旁,死亡1;受傷0,普通重型-機車
6832,106年01月01日 02時43分00秒,新北市板橋區環河西路4段前0.0公尺,死亡1;受傷0,普通重型-機車
6833,106年01月01日 03時35分00秒,桃園市大溪區復興路 / 桃園市大溪區文化路,死亡2;受傷0,普通重型-機車;計程車-小客車;自用-小客車;普通重型-機車;乘客-人
6834,106年01月01日 06時09分00秒,高雄市前金區七賢二路前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人
6835,106年01月01日 06時25分00秒,新竹縣竹北市竹義街76巷前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人
6836,106年01月02日 05時50分00秒,新竹縣新埔鎮文德路三段58號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-曳引車
6837,106年01月02日 05時53分00秒,彰化縣芳苑鄉,死亡2;受傷0,營業用-曳引車;普通重型-機車;乘客-人
6838,106年01月02日 10時25分00秒,彰化縣溪州鄉陸軍路前0.0公尺,死亡1;受傷0,普通重型-機車
6839,106年01月02日 14時45分00秒,宜蘭縣五結鄉利澤路 / 宜蘭縣五結鄉利澤東路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
6840,106年01月02日 16時20分00秒,臺南市將軍區南18線6.5公里路口,死亡1;受傷0,自用-小客車;普通重型-機車
6841,106年01月02日 18時00分00秒,花蓮縣吉安鄉宜昌村中華路二段102號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
6842,106年01月02日 22時55分00秒,高雄市苓雅區建國大順路口前0.0公尺,死亡1;受傷0,民營公車-大客車;普通輕型-機車
6843,106年01月03日 06時18分00秒,臺南市安南區海佃路二段42號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
6844,106年01月03日 10時50分00秒,臺南市鹽水區南3線公路孫厝高幹128號前(1.4公里東向),死亡1;受傷1,普通重型-機車;乘客-人
6845,106年01月03日 13時33分00秒,彰化縣鹿港鎮南勢巷 / 彰化縣鹿港鎮頂草路,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人
6846,106年01月03日 13時50分00秒,雲林縣斗六市明德北路二段43號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
6847,106年01月03日 17時33分00秒,高雄市鳳山區博愛路97之號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
6848,106年01月04日 08時46分00秒,屏東縣屏東市清溪里建國路364號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
6849,106年01月04日 09時57分00秒,新北市五股區中興路2段83巷26號前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小客車
6850,106年01月04日 14時20分00秒,臺北市內湖區行忠路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
6851,106年01月04日 16時00分00秒,新竹市東區國道1號 95公里800.0公尺處北向外側路肩,死亡1;受傷0,營業用-大貨車;其他人-人;自用-大貨車;自用-小客車
6852,106年01月04日 17時55分00秒,臺中市神岡區國道4號 13公里800.0公尺處東向外側,死亡1;受傷2,自用-小客車;自用-大貨車;自用-小客車;乘客-人
6853,106年01月05日 08時07分00秒,雲林縣元長鄉吉明15電桿旁路口,死亡1;受傷0,普通重型-機車;自用-小客車
6854,106年01月05日 14時52分00秒,彰化縣社頭鄉忠孝三路 / 彰化縣社頭鄉長春巷,死亡1;受傷0,自用-大貨車;普通重型-機車
6855,106年01月05日 18時10分00秒,彰化縣芬園鄉護岸街1段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
6856,106年01月06日 06時16分00秒,新竹縣關西鎮六畜高幹25E2980AC82電桿前,死亡1;受傷1,普通重型-機車;行人-人
6857,106年01月06日 17時17分00秒,花蓮縣花蓮市尚志路 / 花蓮縣花蓮市新興路,死亡1;受傷1,營業用-大貨車;普通重型-機車;乘客-人
6858,106年01月07日 05時13分00秒,嘉義縣民雄鄉164線與嘉79線口,死亡1;受傷0,電動自行車-慢車;營業用-小貨車(含客、貨兩用);營業用-曳引車
6859,106年01月07日 05時25分00秒,高雄市仁武區水管路前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人
6860,106年01月07日 18時55分00秒,南投縣魚池鄉131 15公里700.0公尺處南向外側,死亡1;受傷0,行人-人;自用-小客車
6861,106年01月07日 23時25分00秒,桃園市八德區國道2號 13公里650.0公尺處東向中線,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);自用-大貨車;乘客-人;乘客-人;乘客-人
6862,106年01月08日 01時07分00秒,臺中市霧峰區甲寅里民生路156-13號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車;自用-小客車
6863,106年01月08日 20時05分00秒,彰化縣鹿港鎮頂厝巷 / 彰化縣鹿港鎮鹿東路,死亡1;受傷0,普通重型-機車;自用-小客車
6864,106年01月08日 20時35分00秒,屏東縣長治鄉南二高下平面道路與和平路口,死亡1;受傷0,計程車-小客車;普通重型-機車
6865,106年01月09日 07時36分00秒,新北市三峽區介壽路498號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
6866,106年01月09日 15時51分00秒,雲林縣崙背鄉產業道路十字路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
6867,106年01月10日 09時05分00秒,高雄市新興區七賢林森路口前0.0公尺,死亡1;受傷0,公營公車-大客車;大型重型1(550C.C.以上)-機車
6868,106年01月10日 11時49分00秒,宜蘭縣宜蘭市舊城南路 / 宜蘭縣宜蘭市光復路,死亡1;受傷0,自用-小客車;普通重型-機車
6869,106年01月10日 21時35分00秒,桃園市龜山區文化一路前0.0公尺,死亡1;受傷1,民營公車-大客車;普通重型-機車;乘客-人
6870,106年01月10日 22時18分00秒,臺南市北區西門路四段 / 臺南市北區西門路四段,死亡1;受傷1,普通重型-機車;行人-人
6871,106年01月11日 01時00分00秒,南投縣竹山鎮延祥里鹿山路361號前0.0公尺,死亡1;受傷0,普通重型-機車
6872,106年01月11日 03時35分00秒,高雄市三民區博愛一路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
6873,106年01月11日 08時11分00秒,彰化縣福興鄉彰鹿路7段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車
6874,106年01月11日 15時30分00秒,金門縣金湖鎮南機路 / 金門縣金湖鎮三多路,死亡1;受傷0,普通重型-機車;租賃車-小客車
6875,106年01月11日 21時20分00秒,屏東縣新園鄉興安路與興中路口,死亡1;受傷0,普通重型-機車
6876,106年01月12日 00時35分00秒,花蓮縣新城鄉台9 185公里800.0公尺處北向內側,死亡1;受傷5,自用-小客車;營業用-曳引車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
6877,106年01月12日 02時25分00秒,臺北市北投區大業路527巷前0.0公尺,死亡1;受傷0,普通重型-機車
6878,106年01月12日 04時36分00秒,新北市板橋區三民路2段居仁巷前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人
6879,106年01月12日 05時10分00秒,宜蘭縣頭城鎮頭濱路二段540號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
6880,106年01月12日 05時49分00秒,雲林縣虎尾鎮文科路與台糖鐵道路口,死亡1;受傷0,普通重型-機車;自用-小客車
6881,106年01月12日 05時50分00秒,屏東縣萬丹鄉萬順路一段36號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
6882,106年01月12日 06時50分00秒,新北市中和區中正路前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
6883,106年01月12日 08時05分00秒,嘉義縣民雄鄉嘉義縣民雄鄉,死亡1;受傷0,普通輕型-機車;火車-其他車
6884,106年01月12日 23時28分00秒,新竹縣湖口鄉工業二路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
6885,106年01月13日 05時49分00秒,新北市中和區環河西路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
6886,106年01月13日 11時50分00秒,臺南市新化區竹子腳-竹仔支45右8右引4號電幹以東42.2公尺處,死亡1;受傷0,普通重型-機車
6887,106年01月13日 18時01分00秒,臺北市文山區興隆路3段163巷3號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小客車
6888,106年01月14日 05時51分00秒,屏東縣竹田鄉美崙村龍崗路111號前0.0公尺,死亡1;受傷0,計程車-小客車
